5724P,Percussion 2,Fine Arts,1,5
5734P,Percussion 3,Fine Arts,1,5
5744P,Percussion 4,Fine Arts,1,5
5714S,Symphonic Band 1,Fine Arts,1,5
5724S,Symphonic Band 2,Fine Arts,1,5
5734S,Symphonic Band 3,Fine Arts,1,5
5744S,Symphonic Band 4,Fine Arts,1,5
5714W,Wind Ensemble 1,Fine Arts,1,5
5724W,Wind Ensemble 2,Fine Arts,1,5
5734W,Wind Ensemble 3,Fine Arts,1,5
5744W,Wind Ensemble 4,Fine Arts,1,5
5754,Color Guard 1,Fine Arts,1,5
5764,Color Guard 2,Fine Arts,1,5
5774,Color Guard 3,Fine Arts,1,5
5784,Color Guard 4,Fine Arts,1,5
7084,Art 4 Studio Art AP,Fine Arts,1,6
7114,Art 1,Fine Arts,1,5
7124,Art 2- 2D Painting/Drawing,Fine Arts,1,5
7154,Art 2 3D Sculpting,Fine Arts,1,5
7164,Art 3 PreAP Studio,Fine Arts,1,5
7194,Art History AP,Fine Arts,1,6
7264,Theatre Prod 1,Fine Arts,1,5
7274,Theatre Prod 2,Fine Arts,1,5
7284,Theatre Prod 3,Fine Arts,1,5
7294,Theatre Prod 4,Fine Arts,1,5
7284IB,IB Theater 1,Fine Arts,1,6
7294IB,IB Theater 2,Fine Arts,1,6
7314,Competitive Choir,Fine Arts,1,5
7354,Competitive Choir,Fine Arts,1,5
7484,Beginning Choir 1,Fine Arts,1,5
7494,Beginning Choir 2,Fine Arts,1,5
7504,Beginning Choir 3,Fine Arts,1,5
7514,Beginning Choir 4,Fine Arts,1,5
7564,Performance Studies - Piano,Fine Arts,1,5
7574,Music Theory AP,Fine Arts,1,6
7614,Tech Theatre 1,Fine Arts,1,5
7624,Tech Theatre 2,Fine Arts,1,5
7634,Tech Theatre 3,Fine Arts,1,5
7634,Tech Theatre 4,Fine Arts,1,5
8474,Principles & Elements of Floral Design,Fine Arts,1,5
1704,Journalism,Journalism,1,5
1714,Photojournalism,Journalism,1,5
1744,Audio Video Production 1,Journalism,1,5
1754,Audio Video Production 2,Journalism,1,5
1764,Audio Video Production 3,Journalism,1,5
1774,Video Editing,Journalism,1,5
1784IB,IB Film 1,Journalism,1,6
1794IB,IB Film 2,Journalism,1,6
1814,Newspaper 1,Journalism,1,5
1814,Newspaper 2,Journalism,1,5
1824,Newspaper 3,Journalism,1,5
1854,Yearbook 1,Journalism,1,5
1864,Yearbook 2,Journalism,1,5
1874,Yearbook 3,Journalism,1,5
1884,Yearbook 4,Journalism,1,5
1012,Teen Leadership,Speech & Debate,1/2,5
6084,Principles. of Business Marketing and Finance,Speech & Debate,1,5
7022,Professional Communication,Speech & Debate,1/2,5
7044NH,Oral Interpretation 2,Speech & Debate,1,5
7064NH,Oral Interpretation 3,Speech & Debate,1,5
7074NH,Oral Interpretation 4,Speech & Debate,1,5
7054NH,Oral Interpretation 1/Professional Communication,Speech & Debate,1,5
8102,Prin. of Human Services,Speech & Debate,1/2,5
8382,Principles of Architecture,Speech & Debate,1/2,5
8404,Prins of Ag Food & Natural Resources,Speech & Debate,1,5
5902,Health,Health,1/2,5
5912,Medical Terminology,Health Occupations,1/2,5
5932,Principles of Health Science,Health Occupations,1/2,5
5934,Pract. Health Science 1 CNA (Certified Nursing Assistant),Health Occupations,2,5
5944,Pract. Health Science 2 – EMT,Health Occupations,2,5
8304,Business Information Mgt. 1 (BIM1),Technology Education,1,5
1744,Audio Video Production 1,Technology Education,1,5
1754,Audio Video Production 1,Technology Education,1,5
1754,Audio Video Production 2,Technology Education,1,5
1764,Audio Video Production 3,Technology Education,1,5
1774,Video Editing,Technology Education,1,5
4444,Computer Science 1 PreAP,Technology Education,1,6
4454,Computer Science 2 AP,Technology Education,1,6
4464,Computer Science 3 AP Principles,Technology Education,1,5
4494,Independent Study Research in Information Technology Solutions,Technology Education,1 to 2,5
8314,Business Information Mgt. 2 (BIM2),Technology Education,1,5
8334,Web Technologies,Technology Education,1,5
8342,Digital & Interactive Multimedia,Technology Education,1/2,5
8602,Video Game Design,Technology Education,1/2,5
6084,Principles. of Business Marketing and Finance,Business and Marketing Education–Business,1,5
8304,Business Information Mgt. 1 (BIM1),Business and Marketing Education–Business,1,5
6062,Global Business,Business and Marketing Education–Business,1/2,5
6072,Business Law,Business and Marketing Education–Business,1,5
8314,Business Information Mgt. 2 (BIM2),Business and Marketing Education–Business,1,5
8974,Practicum in Business Management/Extended,Business and Marketing Education–Business,3,5
6084,Principles. of Business Marketing and Finance,Business and Marketing Education–Finance,1,5
8304,Business Information Mgt. 1 (BIM1),Business and Marketing Education–Finance,1,5
6024,Money Matters,Business and Marketing Education–Finance,1/2,5
6314NH,Accounting 1,Business and Marketing Education–Finance,1,5
6324NH,Accounting 2,Business and Marketing Education–Finance,1,5
6084,Principles. of Business Marketing and Finance,Business and Marketing Education–Marketing,1,5
8304,Business Information Mgt. 1 (BIM1),Business and Marketing Education–Marketing,1,5
2864,Sports & Entertainment Marketing,Business and Marketing Education–Marketing,1,5
8954,Marketing Dynamics 1,Business and Marketing Education–Marketing,1,5
8964,Marketing Dynamics 2,Business and Marketing Education–Marketing,1,5
8474,Principles & Elements of Floral Design,Agriculture Food & Natural Resources-Floral Design,1,5
8484,Plant & Soil Science: Adv.Floral Design,Agriculture Food & Natural Resources-Floral Design,1,5
8542,Landscape Design & Management,Agriculture Food & Natural Resources-Floral Design,1/2,5
8594,Horticulture,Agriculture Food & Natural Resources-Floral Design,1,5
8614,Ag. Field & Lab Exp. (Floral Design 3),Agriculture Food & Natural Resources-Floral Design,1,5
8432,Livestock Production,Agriculture Food & Natural Resources–Animal Science,1/2,5
8464,Vet Med App 1,Agriculture Food & Natural Resources–Animal Science,1,5
8502,Equine Science,Agriculture Food & Natural Resources–Animal Science,1/2,5
8514,Adv. Animal Science,Agriculture Food & Natural Resources–Animal Science,1,5
8522,Small Animal Management,Agriculture Food & Natural Resources–Animal Science,1/2,5
8424,Introduction to Welding,Agriculture Food & Natural Resources–Welding,1,5
8444,Welding 1,Agriculture Food & Natural Resources–Welding,1,5
8454,Welding 2,Agriculture Food & Natural Resources–Welding,2,5
8494,Wildlife Fisheries & Ecology Mgt.,Agriculture Food & Natural Resources–Wildlife,1,5
6054,Fashion Marketing,Family Consumer Science–Hospitality/Human Services,1,5
8112,Lifetime Nutrition & Wellness,Family Consumer Science–Hospitality/Human Services,1/2,5
8124,Food Science,Family Consumer Science–Hospitality/Human Services,1,5
8162,Interior Design,Family Consumer Science–Hospitality/Human Services,1/2,5
8184,Child Development,Family Consumer Science–Hospitality/Human Services,1,5
8264,Introduction to Culinary Arts,Family Consumer Science–Hospitality/Human Services,1,5
8284,Culinary Arts 1,Family Consumer Science–Hospitality/Human Services,2,5
8294,Prac. In Culinary Arts,Family Consumer Science–Hospitality/Human Services,1,5
8382,Principles of Architecture,Trade and Industrial Education–Architecture,1/2,5
8644,Introduction to Cosmetology,Cosmetology,1,5
8654,Cosmetology 1,Cosmetology,1,5
8664,Cosmetology 2,Cosmetology,1,5
8754,Automotive Technician 1,Automotive,1,5
8764,Automotive Technician 2,Automotive,1,5
5112,PE 1,PE & Athletics,1/2,5
5122,PE 2,PE & Athletics,1/2,5
5164,Weight Training 1,PE & Athletics,1,5
5174,Weight Training 2,PE & Athletics,1,5
5184,Weight Training 3,PE & Athletics,1,5
5524,NJROTC 1,PE & Athletics,1,5
5534,NJROTC 2,PE & Athletics,1,5
5544,NJROTC 3,PE & Athletics,1,5
5554,NJROTC 4,PE & Athletics,1,5
5564,Drill Team Officer,PE & Athletics,1,5
5574NFA,Dance 1,PE & Athletics,1,5
5584,Dance 2,PE & Athletics,1,5
5594,Dance 3,PE & Athletics,1,5
5604,Dance 4,PE & Athletics,1,5
5614,Drill Team 1,PE & Athletics,1,5
5624,Drill Team 2,PE & Athletics,1,5
5634,Drill Team 3,PE & Athletics,1,5
5644,Drill Team 4,PE & Athletics,1,5
5674,Drill Team Training 1,PE & Athletics,1,5
5684,Drill Team Training 2,PE & Athletics,1,5
5814,Cheerleading 1,PE & Athletics,1,5
5824,Cheerleading 2,PE & Athletics,1,5
5834,Cheerleading 3,PE & Athletics,1,5
5844,Cheerleading 4,PE & Athletics,1,5
65204,Football,PE & Athletics,1,5
65214,Volleyball,PE & Athletics,1,5
65224,Basketball – Girls,PE & Athletics,1,5
65234,Basketball- Boys,PE & Athletics,1,5
65244,Soccer Girls,PE & Athletics,1,5
65254,Soccer Boys,PE & Athletics,1,5
65264,Swim,PE & Athletics,1,5
65274,Swim/Dive,PE & Athletics,1,5
65284,Golf,PE & Athletics,1,5
65294,Tennis,PE & Athletics,1,5
65304,Softball,PE & Athletics,1,5
65314,Baseball,PE & Athletics,1,5
65324,Cross Country,PE & Athletics,1,5
65334,Athletic Training,PE & Athletics,1,5
1054,Student Leadership (Student Council),Other Electives,1,5
7914NH,ACADEC 1,Other Electives,1,5
7924NH,ACADEC 2,Other Electives,1,5
7934NH,ACADEC 3,Other Electives,1,5
7944NH,ACADEC 4,Other Electives,1,5
9014,Office Aide,Other Electives,1/2,5
9064,Early Release 6th period,Other Electives,1/2,5
9074,Early Release 7th period,Other Electives,1/2,5
9084,Late Arrival,Other Electives,1/2,5
